"","Town_City","Village","Streets","count_families","CF_int","A_int","AP_int","HP_int","building_id","damage_grade"
"3155",13,373,3361,1,2,10,3,4,628035,"2"
"3156",8,561,6797,1,3,15,8,8,85821,"2"
"3157",6,898,26,1,2,40,7,5,753824,"2"
"3158",0,252,8079,1,3,20,9,8,153186,"2"
"3159",25,779,7083,1,2,35,6,6,759028,"2"
"3160",7,555,9484,1,2,45,8,4,484398,"2"
"3161",25,1065,3930,1,2,20,5,6,247120,"2"
"3162",16,177,11158,1,2,10,6,5,893273,"2"
"3163",1,1143,9415,1,2,20,7,4,122465,"2"
"3164",28,687,6933,1,2,0,4,4,219380,"2"
"3165",1,1237,5805,1,3,30,7,6,484505,"2"
"3166",6,193,9171,1,3,0,10,6,369521,"2"
"3167",8,1414,4224,2,3,40,12,7,214624,"2"
"3168",26,39,9133,1,1,10,8,2,953327,"2"
"3169",26,432,4435,1,1,25,6,3,494341,"2"
"3170",16,350,1102,1,3,35,10,6,788018,"2"
"3171",13,239,1995,1,1,0,3,4,183465,"2"
"3172",7,473,12097,1,2,25,13,5,345073,"2"
"3173",10,488,12113,1,2,0,5,5,467827,"2"
"3174",10,1174,9536,1,2,15,5,5,80963,"2"
"3175",24,958,1977,1,1,0,5,3,782118,"2"
"3176",26,991,294,1,2,5,9,4,573909,"2"
"3177",7,84,4695,1,2,35,8,5,259703,"2"
"3178",27,181,1654,1,3,50,10,7,857686,"2"
"3179",8,1297,12439,1,2,15,7,6,490987,"2"
"3180",6,1108,5909,1,2,15,4,7,167791,"2"
"3181",30,1032,6673,1,2,25,11,5,517752,"2"
"3182",20,508,10459,1,1,5,4,3,103592,"2"
"3183",16,244,10070,1,2,10,9,6,323115,"2"
"3184",17,905,8930,1,3,15,8,6,324017,"2"
"3185",7,800,8757,1,1,0,7,3,603897,"2"
"3186",25,292,12543,1,2,40,7,5,588493,"2"
"3187",8,696,8074,1,2,10,11,7,915932,"2"
"3188",3,1387,2486,1,4,50,8,9,646334,"2"
"3189",4,891,6145,1,2,40,4,4,46332,"2"
"3190",11,883,8864,0,4,60,10,9,638292,"2"
"3191",26,1001,12258,1,1,10,11,3,88510,"2"
"3192",13,1154,11118,1,2,15,7,4,65910,"2"
"3193",21,46,6790,1,2,0,8,4,976283,"2"
"3194",10,1250,11196,1,2,15,6,5,830799,"2"
"3195",16,959,7567,1,2,10,11,5,227428,"2"
"3196",7,555,11805,0,3,5,6,6,283817,"2"
"3197",20,124,12484,1,2,0,9,6,210132,"2"
"3198",10,488,1542,1,2,0,6,6,554337,"2"
"3199",20,11,11097,1,2,20,4,6,542201,"2"
"3200",7,1115,6191,1,2,45,11,6,153404,"2"
"3201",22,171,9848,1,2,35,16,5,647293,"2"
"3202",3,1006,5052,1,2,35,8,6,298118,"2"
"3203",27,1000,8971,1,2,50,3,5,364758,"2"
"3204",9,670,6152,1,2,25,5,5,332608,"2"
"3205",0,757,10177,1,3,55,6,10,798079,"2"
"3206",4,1202,5735,1,2,20,6,5,877866,"2"
"3207",22,171,9848,1,2,15,15,6,1021644,"2"
"3208",25,843,5236,1,2,20,5,4,772062,"2"
"3209",21,1251,8681,1,3,0,11,7,717867,"2"
"3210",13,634,10142,1,1,0,6,3,961992,"2"
"3211",10,310,8321,1,3,30,5,6,41194,"2"
"3212",6,898,4539,1,2,25,8,5,456728,"2"
"3213",0,946,9173,1,2,25,9,6,518322,"2"
"3214",8,1297,8702,1,2,5,7,6,605754,"2"
"3215",7,157,10036,0,7,35,23,18,664100,"2"
"3216",10,735,9632,1,2,5,7,5,849132,"2"
"3217",6,539,9886,0,2,30,7,5,850156,"2"
"3218",30,266,1640,1,2,5,9,5,121128,"2"
"3219",25,889,1339,1,3,10,6,7,770005,"2"
"3220",26,36,7472,1,2,10,12,5,976492,"2"
"3221",26,264,7459,1,2,0,7,5,718976,"2"
"3222",4,926,6795,1,2,20,5,6,444995,"2"
"3223",5,836,107,1,2,20,7,5,397225,"2"
"3224",4,910,2995,1,2,5,8,4,888002,"2"
"3225",0,153,4618,1,2,25,6,6,770081,"2"
"3226",6,855,5110,1,2,5.12017366271541,7,6,340950,"2"
"3227",10,1407,6655,1,2,20,5,5,54643,"2"
"3228",25,211,5071,1,2,40,8,4,365525,"2"
"3229",6,1269,11607,0,3,15,7,7,44042,"2"
"3230",22,378,9559,1,2,25,11,4,758702,"2"
"3231",26,74,10745,1,3,35,9,10,338541,"2"
"3232",9,475,9729,1,2,30,4,4,502974,"2"
"3233",6,673,4283,2,2,10,8,4,234409,"2"
"3234",4,1422,1380,0,2,35,10,6,286202,"2"
"3235",8,501,7386,1,2,5,7,5,388909,"2"
"3236",6,852,7596,0,1,0,12,5,543400,"2"
"3237",6,384,1838,1,3,995,9,7,729912,"2"
"3238",11,1416,1332,1,2,0,19,5,473442,"2"
"3239",4,605,8604,2,2,30,6,5,456242,"2"
"3240",6,1253,9708,1,3,50,6,6,874706,"2"
"3241",10,661,5931,1,2,15,2,4,686137,"2"
"3242",6,1385,4562,1,2,20,6,9,125713,"2"
"3243",20,508,12421,1,2,10,6,4,64414,"2"
"3244",4,1282,8289,1,2,30,5,5,275867,"2"
"3245",16,1176,951,1,1,5,7,3,1045896,"2"
"3246",16,400,9997,1,2,15,19,7,742310,"2"
"3247",16,352,4849,1,2,25,14,6,357942,"2"
"3248",3,1387,9059,1,4,85,5,9,669615,"2"
"3249",13,783,11459,1,3,30,7,6,531930,"2"
"3250",18,1295,6994,1,2,15,8,6,36487,"2"
"3251",11,147,535,1,4,70,5,9,933541,"2"
"3252",25,700,1093,1,1,0,2,2,453817,"2"
"3253",7,555,2763,1,3,20,7,6,38415,"2"
"3254",20,1161,941,1,1,5,6,3,844326,"2"
"3255",7,438,9231,1,2,30,8,6,542819,"2"
"3256",8,395,5438,1,2,15,6,7,117959,"2"
"3257",11,1416,9949,1,2,5,19,5,524492,"2"
"3258",30,1238,1587,1,2,15,6,5,988243,"2"
"3259",8,678,7474,1,2,0,12,6,1003739,"2"
"3260",20,190,5803,1,2,20,5,5,400017,"2"
"3261",25,700,1388,1,2,0,3,2.90671004119884,603818,"2"
"3262",13,1160,8608,1,1,20,4,3,823376,"2"
"3263",6,994,12131,1,1,5,3,3,168949,"2"
"3264",20,236,327,1,2,5,5,8,562104,"2"
"3265",7,895,440,1,2,30,7,5,938036,"2"
"3266",7,800,11473,1,2,5,3,5,169474,"2"
"3267",17,1080,4391,0,2,10,11,5,637493,"2"
"3268",10,1397,1591,1,2,50,6,6,330146,"2"
"3269",10,804,9714,1,2,20,6,5,1038398,"2"
"3270",10,127,3309,1,2,20,5,4,680729,"2"
"3271",6,1168,7231,0,2,20,8,6,799154,"2"
"3272",7,1068,3666,0,2,30,4,6,232079,"2"
"3273",7,545,9046,1,2,15,4,4,1032984,"2"
"3274",10,1007,9883,1,1,0,6,3,562705,"2"
"3275",13,1212,7215,1,1,5,5,4,10980,"2"
"3276",22,171,2542,1,2,30,15,5,608585,"2"
"3277",21,929,10030,1,3,25,6,6,834319,"2"
"3278",25,889,1339,1,2,10,5,5,901821,"2"
"3279",25,1335,4974,1,1,20,8,3,81734,"2"
"3280",4,699,8140,1,2,5,7,5,440217,"2"
"3281",22,117,4580,1,2,30,8,5,91569,"2"
"3282",6,662,4797,1,2,5,9,7,813715,"2"
"3283",25,211,3910,1,2,10,7,5,830934,"2"
"3284",26,39,9897,1,1,5,21,3,466300,"2"
"3285",20,832,8610,0,2,20,3,3,725394,"2"
"3286",16,244,3813,1,2,10,6,5,813573,"2"
"3287",24,958,1977,1,2,40,5,5,649549,"2"
"3288",21,107,6501,0,2,25,5,5,850198,"2"
"3289",17,957,7162,1,3,10,8,10,318876,"2"
"3290",4,1218,2175,1,2,10,6,4,106894,"2"
"3291",12,284,7513,1,2,15,7,4,417697,"2"
"3292",4,651,2456,1,2,15,3,5,1004185,"2"
"3293",22,835,10102,1,2,10,7,5,162960,"2"
"3294",4,1282,5112,1,2,25,7,7,971800,"2"
"3295",26,1215,8252,1,1,0,7,3,757678,"2"
"3296",13,778,7446,1,2,25,9,5,921875,"2"
"3297",26,740,8047,0,2,15,9,6,727240,"2"
"3298",16,1399,1643,1,1,25,9,3,624556,"2"
"3299",28,168,1210,1,3,25,11,7,798169,"2"
"3300",4,1235,3398,1,3,25,6,6,776043,"2"
"3301",20,158,2295,1,2,5,9,7,750962,"2"
"3302",20,884,12534,1,2,20,6,6,431389,"2"
"3303",26,1110,7326,1,2,15,7,5,188531,"2"
"3304",10,1140,9686,1,2,5,8,5,600133,"2"
"3305",27,548,6721,1,2,10,4,5,589839,"2"
"3306",26,39,2005,1,2,20,29,7,212305,"2"
"3307",26,110,11672,1,1,10,7,3,405399,"2"
"3308",26,1132,5570,1,2,25,6,5,341086,"2"
"3309",26,991,47,1,2,20,11,5,489658,"2"
"3310",10,356,8113,1,2,10,7,5,973543,"2"
"3311",7,895,11544,1,2,15,8,4,646973,"2"
"3312",6,1289,3103,1,3,80,6,7,439427,"2"
"3313",25,58,10189,1,1,5,6,3,638330,"2"
"3314",27,390,2307,1,3,35,7,7,835315,"2"
"3315",26,919,9760,1,2,15,12,7,87897,"2"
"3316",6,287,9329,1,3,35,8,7,898954,"2"
"3317",27,1155,4278,1,1,5,20,3,871369,"2"
"3318",16,732,6826,1,2,10,6,5,916323,"2"
"3319",7,157,9272,1,1,5,13,3,330194,"2"
"3320",10,1382,1903,1,2,40,6,5,477924,"2"
"3321",21,935,1034,1,3,20,6,6,143621,"2"
"3322",20,158,9229,1,2,5,5,5,1023892,"2"
"3323",11,883,4547,1,4,35,7,8,147432,"2"
"3324",21,935,9689,1,3,5,6,6,695478,"2"
"3325",4,1282,9426,1,3,10,9,10,1036844,"2"
"3326",11,586,5655,1,2,25,7,5,218392,"2"
"3327",27,181,8905,2,4,90,19,10,110961,"2"
"3328",26,1023,11319,1,1,0,5,3,822098,"2"
"3329",4,1334,10017,0,3,15,7,5,1044635,"2"
"3330",25,745,980,1,1,5,10,2,708742,"2"
"3331",25,745,8909,1,1,20,13,3,130231,"2"
"3332",20,270,6121,1,2,10,7,4,745333,"2"
"3333",3,1229,1262,1,2,0,17,5,118798,"2"
"3334",4,1363,6439,1,2,5,5,6,228305,"2"
"3335",16,177,11261,1,3,10,6,6,570478,"2"
"3336",16,246,1630,1,2,5,6,7,756929,"2"
"3337",10,1127,11433,1,2,20,11,5,846217,"2"
"3338",26,1001,171,1,1,0,7,2,489305,"2"
"3339",10,1055,12433,1,3,30,9.88046656892049,6,549680,"2"
"3340",21,477,11116,1,3,5,7,6,256286,"2"
"3341",13,1159,2896,1,3,5,6,5,583223,"2"
"3342",21,551,8445,1,3,25,5,5,453529,"2"
"3343",30,73,9119,1,2,20,6,5,544359,"2"
"3344",6,1082,11745,1,3,15,8,6,256449,"2"
"3345",26,886,9779,1,1,10,3,3,442416,"2"
"3346",25,843,6530,1,2,15,10,5,448440,"2"
"3347",27,1394,7260,1,2,40,17,6,36889,"2"
"3348",6,1082,9244,1,3,50,7,6,469943,"2"
"3349",21,1426,5679,1,3,0,7,6,385661,"2"
"3350",4,1342,5166,1,2,10,82,5,11202,"2"
"3351",20,1285,4243,1,2,10,6,7,798942,"2"
"3352",11,883,4530,1,3,75,7,7,1018139,"2"
"3353",7,630,5569,1,1,5,4,3,428675,"2"
"3354",10,405,4993,1,1,35,4,3,867043,"2"
"3355",6,457,7856,0,2,50,7,7,553081,"2"
"3356",11,164,7032,0,2,0,5,6,387140,"2"
"3357",13,1310,5204,1,2,15,6,5,779522,"2"
"3358",5,326,5271,1,2,995,12,5,558026,"2"
"3359",10,735,9632,1,2,45,4,4,276794,"2"
"3360",3,1387,3795,0,4,25,17,9,548271,"2"
"3361",10,1055,2152,1,1,25,2,4,577164,"2"
"3362",22,1136,11401,1,2,65,3,4,992766,"2"
"3363",3,720,4522,3,3,40,23,11,133880,"2"
"3364",7,728,9659,1,2,10,4,6,413985,"2"
"3365",12,1290,12159,1,2,995,8,5,345738,"2"
"3366",20,1190,3732,1,1,5,7,4,74141,"2"
"3367",13,569,5822,0,1,50,8,2,21501,"2"
"3368",26,110,3985,1,2,25,8,7,681056,"2"
"3369",30,1304,8219,0,2,20,8,5,377000,"2"
"3370",26,240,9611,1,2,25,7,5,119113,"2"
"3371",20,497,5255,1,1,10,6,5,455239,"2"
"3372",4,447,11568,1,3,10,6,5,587608,"2"
"3373",15,67,3541,0,2,10,5,5,191282,"2"
"3374",15,1087,6801,1,3,15,7,6,959796,"2"
"3375",26,39,633,1,1,15,11,3,218880,"2"
"3376",27,1000,1524,1,1,5,5,3,424584,"2"
"3377",21,169,11707,1,2,40,11,4,639003,"2"
"3378",8,678,816,1,3,25,6,8,177691,"2"
"3379",6,704,3240,1,1,30,6,3,165211,"2"
"3380",3,574,1563,1,3,25,5,7,473231,"2"
"3381",12,573,7398,1,2,10,5,4,1050384,"2"
"3382",8,1029,5032,2,3,40,8,7,809922,"2"
"3383",20,832,12208,1,2,20,4,4,399291,"2"
"3384",30,710,6277,1,2,45,6,5,58220,"2"
"3385",8,178,10645,1,2,50,6,5,922072,"2"
"3386",26,1132,8649,1,2,10,6,7,857109,"2"
"3387",26,432,6794,0,1,5,4,3,322390,"2"
"3388",3,1229,6628,1,3,30,11,8,367753,"2"
"3389",10,337,6905,1,3,35,6,6,823910,"2"
"3390",20,158,12327,1,2,0,16,4,409785,"2"
"3391",7,157,6114,1,3,40,4,6,483487,"2"
"3392",6,539,12168,1,2,25,8,6,374982,"2"
"3393",8,613,7319,1,2,10,10,7,699934,"2"
"3394",6,1135,10872,1,2,15,8,4,1050840,"2"
"3395",7,157,11015,2,3,5,24,9,632000,"2"
"3396",10,575,999,1,1,5,10,3,512525,"2"
"3397",7,255,9699,1,2,20,6,5,971959,"2"
"3398",4,212,9399,1,1,30,5,2,655623,"2"
"3399",11,945,4227,1,2,10,8,6,593727,"2"
"3400",20,1243,10983,1,3,30,15,8,571027,"2"
"3401",4,529,3343,1,2,20,8,5,237706,"2"
"3402",26,1132,2036,1,2,0,6,6,245208,"2"
"3403",3,175,4856,1,4,100,9,8,665624,"2"
"3404",23,1090,1261,1,2,25,7,6,929950,"2"
"3405",26,435,10275,0,1,0,5,2,955755,"2"
"3406",9,568,6297,1,2,20,5,5,562904,"2"
"3407",7,901,900,1,3,25,3,6,313800,"2"
"3408",11,1071,6554,1,2,30,12,6,236245,"2"
"3409",4,514,2034,1,2,50,7,7,377106,"2"
"3410",13,1365,12556,1,2,10,9,5,896750,"2"
"3411",4,616,513,1,3,15,8,7,800033,"2"
"3412",17,247,7239,0,2,5,6,5,946027,"2"
"3413",22,378,50,1,2,15,3,4,837807,"2"
"3414",3,1387,925,0,4,25,5,9,136950,"2"
"3415",6,898,26,1,2,0,6,5,878400,"2"
"3416",11,1039,3360,1,2,20,10,6,900612,"2"
"3417",10,1382,1903,1,2,55,6,5,911330,"2"
"3418",26,1215,4782,1,2,15,7,8,759699,"2"
"3419",3,1387,10110,3,5,40,16.014317056365,11,239088,"2"
"3420",6,1253,9708,1,4,80,6,8,1017790,"2"
"3421",26,886,11562,1,2,10,4,5,744325,"2"
"3422",10,1224,344,1,2,15,3,4,553085,"2"
"3423",10,1074,1601,1,3,40,7,8,495750,"2"
"3424",1,280,1141,1,3,95,15,6,614063,"2"
"3425",19,722,9404,1,2,30,4,4,540212,"2"
"3426",7,695,10879,1,2,15,7,4,456059,"2"
"3427",26,435,6181,1,1,0,9,3,281172,"2"
"3428",26,1132,5570,1,2,5,7,5,940534,"2"
"3429",5,702,8157,1,2,25,6,5,965736,"2"
"3430",16,246,1042,1,2,10,6,7,129476,"2"
"3431",22,913,379,1,2,25,10,6,14200,"2"
"3432",17,414,9782,1,2,0,13,7,352421,"2"
"3433",0,757,10300,1,2,15,7,5,194309,"2"
"3434",16,1361,8095,1,1,40,10,3,292827,"2"
"3435",10,575,1463,0,2,0,6,5,662606,"2"
"3436",13,802,10856,1,2,15,8,5,596440,"2"
"3437",22,763,4799,1,5,5,31,17,470030,"2"
"3438",26,1216,8643,1,2,45,13,4,650155,"2"
"3439",21,107,4069,1,4,40,6,10.1176197012576,708643,"2"
"3440",25,725,10255,1,1,10,6,2,60919,"2"
"3441",11,883,8664,1,5,40,4,11,647391,"2"
"3442",27,269,5902,1,2,35,6,6,791313,"2"
"3443",26,1215,8252,2,2,25,9,7,245709,"2"
"3444",26,39,10795,1,3,40,49,9,542383,"2"
"3445",10,488,8102,1,2,30,4,5,815050,"2"
"3446",11,1039,2854,1,2,20,11,6,101934,"2"
"3447",8,534,7171,1,2,15,7,5,155101,"2"
"3448",6,852,5280,1,3,20,9,7,1010537,"2"
"3449",26,39,11246,1,2,5,24,5,404533,"2"
"3450",4,529,5383,1,2,0,8,5,612970,"2"
"3451",27,181,1722,1,5,100,7,11,223709,"2"
"3452",7,49,6696,1,2,35,10,6,22443,"2"
"3453",4,512,1064,1,3,100,8,7,21591,"2"
"3454",20,788,913,1,2,0,7,5,954013,"2"
"3455",8,1225,3244,1,2,30,5,6,694459,"2"
"3456",3,1387,9059,3,5,100,13,11,612412,"2"
"3457",22,643,12533,1,2,30,13,5,661334,"2"
"3458",0,614,9512,1,2,5,8,5,867559,"2"
"3459",22,117,9672,1,2,20,6,5,527336,"2"
"3460",26,919,5387,1,2,25,7,4,381829,"2"
"3461",26,1110,2549,1,2,20,7,5,782137,"2"
"3462",27,1394,2465,1,3,100,8,6,584558,"2"
"3463",6,376,3292,1,3,20,13,6,667299,"2"
"3464",10,603,4355,1,2,0,15,7,64745,"2"
"3465",4,334,8114,1,1,0,19,2,563046,"2"
"3466",7,695,11326,1,2,30,5,6,185071,"2"
"3467",7,157,10624,1,2,15,7,6,873293,"2"
"3468",22,816,4740,1,2,5,23,7,604637,"2"
"3469",4,588,5532,1,1,15,4,4,105492,"2"
"3470",14,550,12164,1,2,25,10,5,441597,"2"
"3471",12,185,9503,1,2,15,6,6,966662,"2"
"3472",30,237,922,1,1,5,8,2,886103,"2"
"3473",22,1320,2441,1,3,45,8,7,535869,"2"
"3474",10,1250,1126,1,2,30,8,6,264364,"2"
"3475",0,793,9210,1,3,20,5,8,236665,"2"
"3476",4,1202,7243,1,2,30,4,5,341268,"2"
"3477",0,757,4500,1,2,30,17,5,610663,"2"
"3478",8,613,7319,1,2,15,9,5,1017825,"2"
"3479",6,1038,10185,0,1,30,10,3,922636,"2"
"3480",27,548,9673,1,2,50,7,5,838159,"2"
"3481",11,883,12269,0,2,65,18,5,542181,"2"
"3482",20,517,3610,1,2,5,9,5,1044150,"2"
"3483",9,670,7949,1,1,5,6,3,891764,"2"
"3484",7,108,2895,1,2,10,4,4,37672,"2"
"3485",26,991,47,1,2,20,18,5,368379,"2"
"3486",4,369,11904,1,2,5,7,4,40179,"2"
"3487",13,1258,12456,1,2,10,7,4,306950,"2"
"3488",11,1104,1230,1,2,30,8,6,241752,"2"
"3489",6,592,8546,1,2,25,8,6,280721,"2"
"3490",4,1276,2337,1,3,20,13,8,210193,"2"
"3491",10,337,7330,1,3,30,6,7,187429,"2"
"3492",10,1174,7207,3,2,25,5,5,733568,"2"
"3493",22,1131,4971,1,2,5,9,4,603337,"2"
"3494",4,1363,6439,1,2,10,3,4,957816,"2"
"3495",11,131,7872,1,2,30,11,5,184247,"2"
"3496",17,1080,1377,1,3,20,7,6,1020,"2"
"3497",26,39,1851,1,2,30,17,6,649939,"2"
"3498",21,46,5616,1,3,40,6,5,270974,"2"
"3499",6,1041,10222,1,2,40,6,5,191384,"2"
"3500",8,98,6600,1,3,30,5,6,1002372,"2"
"3501",25,868,12120,1,2,10,6,4,388262,"2"
"3502",15,222,12289,1,2,60,7,5,899237,"2"
"3503",10,1055,10772,1,2,35,6,6,1028184,"2"
"3504",7,790,5287,1,2,5,10,5,695254,"2"
"3505",22,880,2277,1,2,10,4,5,72461,"2"
"3506",4,1276,359,1,2,10,10,5,963338,"2"
"3507",26,302,9847,1,2,5,5,4,12395,"2"
"3508",13,257,8352,1,2,35,3,6,841725,"2"
"3509",20,672,313,0,2,20,5,5,760600,"2"
"3510",8,1020,9846,1,3,35,7,6,969967,"2"
"3511",8,396,2245,1,2,15,3,4,785492,"2"
"3512",17,869,11702,1,2,25,8,5,12293,"2"
"3513",21,701,1688,1,3,15,6,7,914922,"2"
"3514",7,238,8230,1,2,50,16,4,577030,"2"
"3515",22,171,11090,1,3,35,13,8,62928,"2"
"3516",7,617,632,1,2,0,11,5,100206,"2"
"3517",6,830,6422,1,2,35,7,4,1042868,"2"
"3518",22,1152,1546,1,3,25,10,5,372642,"2"
"3519",9,713,7624,1,1,5,10,3,991989,"2"
"3520",26,264,3463,1,2,10,3,5,842943,"2"
"3521",25,868,362,1,2,5,10,5,64481,"2"
"3522",30,298,10059,1,2,25,8,6,550404,"2"
"3523",26,886,11288,1,2,5,8,6,520990,"2"
"3524",3,175,3564,1,4,55,10,8,440252,"2"
"3525",2,411,1215,1,2,25,6,5,701366,"2"
"3526",7,430,11410,1,3,40,11,8,436316,"2"
"3527",12,655,6364,1,2,20,6,5,769320,"2"
"3528",13,778,1402,1,2,0,8,4,599595,"2"
"3529",15,535,7448,1,1,20,7,3,690324,"2"
"3530",4,821,10425,1,2,15,15.6320840044791,4,726745,"2"
"3531",5,851,11577,1,2,35,11,6,518928,"2"
"3532",3,1387,1359,1,5,100,21,13,63472,"2"
"3533",0,1031,8133,1,2,25,5,7,396157,"2"
"3534",21,1185,5808,1,2,5,6,4,221848,"2"
"3535",3,720,5019,1,3,25,10,8,1004654,"2"
"3536",7,555,502,1,2,20,7,5,161931,"2"
"3537",7,545,3508,1,2,25,3,5,1006131,"2"
"3538",20,863,8578,1,1,0,9,4,609971,"2"
"3539",5,1150,8760,1,2,15,9,4,867874,"2"
"3540",22,171,2542,1,2,20,12,5,398128,"2"
"3541",13,503,794,1,1,10,5,3,631656,"2"
"3542",8,217,1168,1,2,10,8,6,786191,"2"
"3543",13,1258,6947,0,2,15,8,6,131903,"2"
"3544",9,568,11874,1,1,15,4,4,590618,"2"
"3545",6,1253,3073,1,4,5,19,12,110066,"2"
"3546",4,91,4873,1,2,35,3,5,359445,"2"
"3547",5,1172,10757,0,2,50,3,4,775942,"2"
"3548",10,405,5132,1,2,15,6,6,770218,"2"
"3549",15,1319,12028,1,2,25,6,4,192315,"2"
"3550",13,221,8712,1,2,50,4,5,1051513,"2"
"3551",6,1147,3652,1,2,15,7,8,224888,"2"
"3552",4,1334,7418,1,2,5,9,7,1047770,"2"
"3553",27,548,7388,1,2,15,6,4,204635,"2"
"3554",1,1099,10820,1,2,10,6,6,521535,"2"
"3555",10,1055,2152,1,1,25,7,4,1004791,"2"
"3556",10,151,708,1,2,30,5,5,117457,"2"
"3557",6,1210,9423,1,3,10,6,7,397428,"2"
"3558",7,84,7879,1,2,70,7,4,576402,"2"
"3559",1,907,8400,1,2,20,8,5,678946,"2"
"3560",26,1377,4144,1,2,10,5,5,902009,"2"
"3561",16,801,6322,1,3,10,10,7,751485,"2"
"3562",25,745,3722,1,2,20,9,4,1009661,"2"
"3563",13,531,7975,0,2,45,8,5,541068,"2"
"3564",7,157,9272,1,2,15,6,5,907976,"2"
"3565",15,602,1533,1,2,20,6,5,923535,"2"
"3566",6,1181,12263,1,3,30,6,9,555017,"2"
"3567",10,310,1381,0,3,15,8,6,705768,"2"
"3568",11,883,9340,2,4,70,14,8,310296,"2"
"3569",20,173,3258,1,2,5,6,4,621406,"2"
"3570",4,13,8566,1,2,25,7,5,767885,"2"
"3571",3,1387,2486,1,5,90,9,11,829557,"2"
"3572",20,158,9229,2,1,5,12,2,161429,"2"
"3573",7,790,2335,1,2,5,11,5,700837,"2"
"3574",0,607,8696,1,3,15,6,6,1048435,"2"
"3575",13,1083,204,1,2,40,4,3,849069,"2"
"3576",4,1276,2337,1,2,35,7,6,708947,"2"
"3577",21,313,7213,1,3,10,5,6,613539,"2"
"3578",5,1079,4763,1,2,20,17,5,521999,"2"
"3579",22,119,9042,1,2,5,6,4,654825,"2"
"3580",26,39,9897,1,1,25,21,3,144496,"2"
"3581",13,526,7938,1,2,15,8,7,624905,"2"
"3582",7,1328,260,1,3,10,14,9,413688,"2"
"3583",20,236,141,1,2,5,7,8,495413,"2"
"3584",13,1310,6215,1,1,40,3,2,972700,"2"
"3585",9,1151,7950,1,2,0,5,4,14807,"2"
"3586",10,127,827,1,2,5,7,4,425479,"2"
"3587",9,713,7624,1,1,15,7,3,721909,"2"
"3588",20,863,11793,1,2,5,7,6,124969,"2"
"3589",20,190,6741,1,2,0,4,5,26696,"2"
"3590",30,1111,919,1,2,20,11,4,1045606,"2"
"3591",15,914,10341,1,2,0,9,5,712327,"2"
"3592",3,1006,333,1,2,30,9,5,463219,"2"
"3593",20,517,2491,1,2,0,14,5,251146,"2"
"3594",22,1320,12156,1,2,25,5,4,746073,"2"
"3595",6,673,6592,1,2,25,7,5,425728,"2"
"3596",17,1080,6817,1,2,15,8,5,40137,"2"
"3597",27,548,7676,1,1,30,7,3,681574,"2"
"3598",13,213,801,1,2,10,8,5,1033346,"2"
"3599",5,1418,227,1,3,15,5,7,845230,"2"
"3600",21,1390,11381,2,3,10,9,6,111818,"2"
"3601",4,910,10853,1,2,60,6,4,566837,"2"
"3602",16,547,2659,1,1,10,7,3,869896,"2"
"3603",7,936,7115,2,2,10,8,5,612776,"2"
"3604",21,1251,7593,1,3,49.3851927341778,13,7,664796,"2"
"3605",24,563,9597,1,2,15,6,5,343720,"2"
"3606",20,1134,3295,1,1,15,7,2,757340,"2"
"3607",25,725,12127,1,2,10,6,5,119735,"2"
"3608",10,90,10081,1,3,30,5,6,993876,"2"
"3609",17,596,11657,2,3,25,11,6,1026235,"2"
"3610",11,883,170,2,3,90,14,6,743621,"2"
"3611",10,603,4355,1,1,0,9,3,16151,"2"
"3612",6,104,619,1,2,20,7,5,819889,"2"
"3613",27,181,1421,1,4,15,9,12,51983,"2"
"3614",27,181,2607,1,5,80,30,11,959790,"2"
"3615",8,217,18,1,3,40,5,7,466867,"2"
"3616",4,219,6255,1,2,0,8,4,502518,"2"
"3617",3,1387,3795,1,3,100,6,6,176025,"2"
"3618",2,708,9637,1,2,995,12,5,948854,"2"
"3619",6,376,11743,2,2,30,17,5,385442,"2"
"3620",21,300,1325,1,2,10,6,4,931309,"2"
"3621",10,337,11271,2,2,5,10,5,763637,"2"
"3622",25,843,2218,1,2,40,7,5,313191,"2"
"3623",6,706,3723,1,2,0,9,4,970348,"2"
"3624",21,408,10610,1,2,10,7,7,779196,"2"
"3625",6,744,2457,1,2,20,5,5,42034,"2"
"3626",10,87,1798,1,3,20,18,6,725940,"2"
"3627",20,788,9253,1,2,10,9,5,99970,"2"
"3628",4,651,5875,0,1,80,3,3,540929,"2"
"3629",20,251,8715,1,2,5,9,6,185430,"2"
"3630",6,830,169,1,2,5,8,6,374497,"2"
"3631",11,765,5519,1,4,60,13,10,30851,"2"
"3632",10,1397,3786,1,2,5,6,5,324584,"2"
"3633",7,746,10603,1,2,10,11,7,888876,"2"
"3634",26,1028,4363,0,2,20,8,5,455625,"2"
"3635",17,1308,6552,1,2,50,8,7,155774,"2"
"3636",4,699,9956,1,2,20,7,5,673483,"2"
"3637",6,1253,8759,1,5,25,8,13,81204,"2"
"3638",12,1103,12255,1,1,30,6,2,113984,"2"
"3639",10,488,3201,1,2,5,3,4,838893,"2"
"3640",10,337,10711,1,3,20,5,7,169972,"2"
"3641",27,533,11033,1,3,15,7,7,445638,"2"
"3642",22,418,3913,1,3,20,9,8,431965,"2"
"3643",8,178,33,1,2,0,8,4,205870,"2"
"3644",13,1160,10212,1,2,20,6,5,550809,"2"
"3645",20,251,6833,1,2,10,2,4,228420,"2"
